step,species_id,population_size
2,prey_44,1
2,prey_45,1
2,prey_46,1
2,prey_47,1
2,prey_48,1
2,prey_49,1
2,prey_50,1
2,prey_51,1
2,prey_52,1
2,prey_53,1
2,prey_54,1
2,prey_55,1
2,prey_56,1
2,prey_57,1
2,prey_58,1
2,prey_59,1
2,prey_60,1
2,prey_61,1
2,prey_62,1
2,prey_63,1
2,prey_64,1
2,prey_65,1
2,prey_66,1
2,prey_67,1
2,prey_68,1
2,prey_69,1
2,prey_70,1
2,prey_71,1
2,prey_72,1
2,prey_73,1
2,prey_74,1
2,prey_75,1
2,prey_76,1
2,prey_77,1
2,prey_78,1
2,prey_79,1
2,prey_80,1
2,prey_81,1
2,prey_82,1
2,prey_83,1
2,prey_84,1
2,prey_85,1
2,prey_86,1
2,prey_87,1
2,prey_88,1
2,prey_89,1
2,prey_90,1
2,prey_91,1
2,prey_92,1
2,prey_93,1
2,prey_94,1
2,prey_95,1
2,prey_96,1
2,prey_97,1
2,prey_98,1
2,prey_99,1
3,prey_0,1
3,prey_1,1
3,prey_2,1
3,prey_3,1
3,prey_4,1
3,prey_5,1
3,prey_6,1
3,prey_7,1
3,prey_8,1
3,prey_9,1
3,prey_10,1
3,prey_11,1
3,prey_12,1
3,prey_13,1
3,prey_14,1
3,prey_15,1
3,prey_16,1
3,prey_17,1
3,prey_18,1
3,prey_19,1
3,prey_20,1
3,prey_21,1
3,prey_22,1
3,prey_23,1
3,prey_24,1
3,prey_25,1
3,prey_26,1
3,prey_27,1
3,prey_28,1
3,prey_29,1
3,prey_30,1
3,prey_31,1
3,prey_32,1
3,prey_33,1
3,prey_34,1
3,prey_35,1
3,prey_36,1
3,prey_37,1
3,prey_38,1
3,prey_39,1
3,prey_40,1
3,prey_41,1
3,prey_42,1
3,prey_43,1
3,prey_44,1
3,prey_45,1
3,prey_46,1
3,prey_47,1
3,prey_48,1
3,prey_49,1
3,prey_50,1
3,prey_51,1
3,prey_52,1
3,prey_53,1
3,prey_54,1
3,prey_55,1
3,prey_56,1
3,prey_57,1
3,prey_58,1
3,prey_59,1
3,prey_60,1
3,prey_61,1
3,prey_62,1
3,prey_63,1
3,prey_64,1
3,prey_65,1
3,prey_66,1
3,prey_67,1
3,prey_68,1
3,prey_69,1
3,prey_70,1
3,prey_71,1
3,prey_72,1
3,prey_73,1
3,prey_74,1
3,prey_75,1
3,prey_76,1
3,prey_77,1
3,prey_78,1
3,prey_79,1
3,prey_80,1
3,prey_81,1
3,prey_82,1
3,prey_83,1
3,prey_84,1
3,prey_85,1
3,prey_86,1
3,prey_87,1
3,prey_88,1
3,prey_89,1
3,prey_90,1
3,prey_91,1
3,prey_92,1
3,prey_93,1
3,prey_94,1
3,prey_95,1
3,prey_96,1
3,prey_97,1
3,prey_98,1
3,prey_99,1
4,prey_0,1
4,prey_1,1
4,prey_2,1
4,prey_3,1
4,prey_4,1
4,prey_5,1
4,prey_6,1
4,prey_7,1
4,prey_8,1
4,prey_9,1
4,prey_10,1
4,prey_11,1
4,prey_12,1
4,prey_13,1
4,prey_14,1
4,prey_15,1
4,prey_16,1
4,prey_17,1
4,prey_18,1
4,prey_19,1
4,prey_20,1
4,prey_21,1
4,prey_22,1
4,prey_23,1
4,prey_24,1
4,prey_25,1
4,prey_26,1
4,prey_27,1
4,prey_28,1
4,prey_29,1
4,prey_30,1
4,prey_31,1
4,prey_32,1
4,prey_33,1
4,prey_34,1
4,prey_35,1
4,prey_36,1
4,prey_37,1
4,prey_38,1
4,prey_39,1
4,prey_40,1
4,prey_41,1
4,prey_42,1
4,prey_43,1
4,prey_44,1
4,prey_45,1
4,prey_46,1
4,prey_47,1
4,prey_48,1
4,prey_49,1
4,prey_50,1
4,prey_51,1
4,prey_52,1
4,prey_53,1
4,prey_54,1
4,prey_55,1
4,prey_56,1
4,prey_57,1
4,prey_58,1
4,prey_59,1
4,prey_60,1
4,prey_61,1
4,prey_62,1
4,prey_63,1
4,prey_64,1
4,prey_65,1
4,prey_66,1
4,prey_67,1
4,prey_68,1
4,prey_69,1
4,prey_70,1
4,prey_71,1
4,prey_72,1
4,prey_73,1
4,prey_74,1
4,prey_75,1
4,prey_76,1
4,prey_77,1
4,prey_78,1
4,prey_79,1
4,prey_80,1
4,prey_81,1
4,prey_82,1
4,prey_83,1
4,prey_84,1
4,prey_85,1
4,prey_86,1
4,prey_87,1
4,prey_88,1
4,prey_89,1
4,prey_90,1
4,prey_91,1
4,prey_92,1
4,prey_93,1
4,prey_94,1
4,prey_95,1
4,prey_96,1
4,prey_97,1
4,prey_98,1
4,prey_99,1
5,prey_0,1
5,prey_1,1
5,prey_2,1
5,prey_3,1
5,prey_4,1
5,prey_5,1
5,prey_6,1
5,prey_7,1
5,prey_8,1
5,prey_9,1
5,prey_10,1
5,prey_11,1
5,prey_12,1
5,prey_13,1
5,prey_14,1
5,prey_15,1
5,prey_16,1
5,prey_17,1
5,prey_18,1
5,prey_19,1
5,prey_20,1
5,prey_21,1
5,prey_22,1
5,prey_23,1
5,prey_24,1
5,prey_25,1
5,prey_26,1
5,prey_27,1
5,prey_28,1
5,prey_29,1
5,prey_30,1
5,prey_31,1
5,prey_32,1
5,prey_33,1
5,prey_34,1
5,prey_35,1
5,prey_36,1
5,prey_37,1
5,prey_38,1
5,prey_39,1
5,prey_40,1
5,prey_41,1
5,prey_42,1
5,prey_43,1
5,prey_44,1
5,prey_45,1
5,prey_46,1
5,prey_47,1
5,prey_48,1
5,prey_49,1
5,prey_50,1
5,prey_51,1
5,prey_52,1
5,prey_53,1
5,prey_54,1
5,prey_55,1
5,prey_56,1
5,prey_57,1
5,prey_58,1
5,prey_59,1
5,prey_60,1
5,prey_61,1
5,prey_62,1
5,prey_63,1
5,prey_64,1
5,prey_65,1
5,prey_66,1
5,prey_67,1
5,prey_68,1
5,prey_69,1
5,prey_70,1
5,prey_71,1
5,prey_72,1
5,prey_73,1
5,prey_74,1
5,prey_75,1
5,prey_76,1
5,prey_77,1
5,prey_78,1
5,prey_79,1
5,prey_80,1
5,prey_81,1
5,prey_82,1
5,prey_83,1
5,prey_84,1
5,prey_85,1
5,prey_86,1
5,prey_87,1
5,prey_88,1
5,prey_89,1
5,prey_90,1
5,prey_91,1
5,prey_92,1
5,prey_93,1
5,prey_94,1
5,prey_95,1
5,prey_96,1
5,prey_97,1
5,prey_98,1
5,prey_99,1
6,prey_0,1
6,prey_1,1
6,prey_2,1
6,prey_3,1
6,prey_4,1
6,prey_5,1
6,prey_6,1
6,prey_7,1
6,prey_8,1
6,prey_9,1
6,prey_10,1
6,prey_11,1
6,prey_12,1
6,prey_13,1
6,prey_14,1
6,prey_15,1
6,prey_16,1
6,prey_17,1
6,prey_18,1
6,prey_19,1
6,prey_20,1
6,prey_21,1
6,prey_22,1
6,prey_23,1
6,prey_24,1
6,prey_25,1
6,prey_26,1
6,prey_27,1
6,prey_28,1
6,prey_29,1
6,prey_30,1
6,prey_31,1
6,prey_32,1
6,prey_33,1
6,prey_34,1
6,prey_35,1
6,prey_36,1
6,prey_37,1
6,prey_38,1
6,prey_39,1
6,prey_40,1
6,prey_41,1
6,prey_42,1
6,prey_43,1
6,prey_44,1
6,prey_45,1
6,prey_46,1
6,prey_47,1
6,prey_48,1
6,prey_49,1
6,prey_50,1
6,prey_51,1
6,prey_52,1
6,prey_53,1
6,prey_54,1
6,prey_55,1
6,prey_56,1
6,prey_57,1
6,prey_58,1
6,prey_59,1
6,prey_60,1
6,prey_61,1
6,prey_62,1
6,prey_63,1
6,prey_64,1
6,prey_65,1
6,prey_66,1
6,prey_67,1
6,prey_68,1
6,prey_69,1
6,prey_70,1
6,prey_71,1
6,prey_72,1
6,prey_73,1
6,prey_74,1
6,prey_75,1
6,prey_76,1
6,prey_77,1
6,prey_78,1
6,prey_79,1
6,prey_80,1
6,prey_81,1
6,prey_82,1
6,prey_83,1
6,prey_84,1
6,prey_85,1
6,prey_86,1
6,prey_87,1
6,prey_88,1
6,prey_89,1
6,prey_90,1
6,prey_91,1
6,prey_92,1
6,prey_93,1
6,prey_94,1
6,prey_95,1
6,prey_96,1
6,prey_97,1
6,prey_98,1
6,prey_99,1
7,prey_0,1
7,prey_1,1
7,prey_2,1
7,prey_3,1
7,prey_4,1
7,prey_5,1
7,prey_6,1
7,prey_7,1
7,prey_8,1
7,prey_9,1
7,prey_10,1
7,prey_11,1
7,prey_12,1
7,prey_13,1
7,prey_14,1
7,prey_15,1
7,prey_16,1
7,prey_17,1
7,prey_18,1
7,prey_19,1
7,prey_20,1
7,prey_21,1
7,prey_22,1
7,prey_23,1
7,prey_24,1
7,prey_25,1
7,prey_26,1
7,prey_27,1
7,prey_28,1
7,prey_29,1
7,prey_30,1
7,prey_31,1
7,prey_32,1
7,prey_33,1
7,prey_34,1
7,prey_35,1
7,prey_36,1
7,prey_37,1
7,prey_38,1
7,prey_39,1
7,prey_40,1
7,prey_41,1
7,prey_42,1
7,prey_43,1
7,prey_44,1
7,prey_45,1
7,prey_46,1
7,prey_47,1
7,prey_48,1
7,prey_49,1
7,prey_50,1
7,prey_51,1
7,prey_52,1
7,prey_53,1
7,prey_54,1
7,prey_55,1
7,prey_56,1
7,prey_57,1
7,prey_58,1
7,prey_59,1
7,prey_60,1
7,prey_61,1
7,prey_62,1
7,prey_63,1
7,prey_64,1
7,prey_65,1
7,prey_66,1
7,prey_67,1
7,prey_68,1
7,prey_69,1
7,prey_70,1
7,prey_71,1
7,prey_72,1
7,prey_73,1
7,prey_74,1
7,prey_75,1
7,prey_76,1
7,prey_77,1
7,prey_78,1
7,prey_79,1
7,prey_80,1
7,prey_81,1
7,prey_82,1
7,prey_83,1
7,prey_84,1
7,prey_85,1
7,prey_86,1
7,prey_87,1
7,prey_88,1
7,prey_89,1
7,prey_90,1
7,prey_91,1
7,prey_92,1
7,prey_93,1
7,prey_94,1
7,prey_95,1
7,prey_96,1
7,prey_97,1
7,prey_98,1
7,prey_99,1
8,prey_0,1
8,prey_1,1
8,prey_2,1
8,prey_3,1
8,prey_4,1
8,prey_5,1
8,prey_6,1
8,prey_7,1
8,prey_8,1
8,prey_9,1
8,prey_10,1
8,prey_11,1
8,prey_12,1
8,prey_13,1
8,prey_14,1
8,prey_15,1
8,prey_16,1
8,prey_17,1
8,prey_18,1
8,prey_19,1
8,prey_20,1
8,prey_21,1
8,prey_22,1
8,prey_23,1
8,prey_24,1
8,prey_25,1
8,prey_26,1
8,prey_27,1
8,prey_28,1
8,prey_29,1
8,prey_30,1
8,prey_31,1
8,prey_32,1
8,prey_33,1
8,prey_34,1
8,prey_35,1
8,prey_36,1
8,prey_37,1
8,prey_38,1
8,prey_39,1
8,prey_40,1
8,prey_41,1
8,prey_42,1
8,prey_43,1
8,prey_44,1
8,prey_45,1
8,prey_46,1
8,prey_47,1
8,prey_48,1
8,prey_49,1
8,prey_50,1
8,prey_51,1
8,prey_52,1
8,prey_53,1
8,prey_54,1
8,prey_55,1
8,prey_56,1
8,prey_57,1
8,prey_58,1
8,prey_59,1
8,prey_60,1
8,prey_61,1
8,prey_62,1
8,prey_63,1
8,prey_64,1
8,prey_65,1
8,prey_66,1
8,prey_67,1
8,prey_68,1
8,prey_69,1
8,prey_70,1
8,prey_71,1
8,prey_72,1
8,prey_73,1
8,prey_74,1
8,prey_75,1
8,prey_76,1
8,prey_77,1
8,prey_78,1
8,prey_79,1
8,prey_80,1
8,prey_81,1
8,prey_82,1
8,prey_83,1
8,prey_84,1
8,prey_85,1
8,prey_86,1
8,prey_87,1
8,prey_88,1
8,prey_89,1
8,prey_90,1
8,prey_91,1
8,prey_92,1
8,prey_93,1
8,prey_94,1
8,prey_95,1
8,prey_96,1
8,prey_97,1
8,prey_98,1
8,prey_99,1
9,prey_0,1
9,prey_1,1
9,prey_2,1
9,prey_3,1
9,prey_4,1
9,prey_5,1
9,prey_6,1
9,prey_7,1
9,prey_8,1
9,prey_9,1
9,prey_10,1
9,prey_11,1
9,prey_12,1
9,prey_13,1
9,prey_14,1
9,prey_15,1
9,prey_16,1
9,prey_17,1
9,prey_18,1
9,prey_19,1
9,prey_20,1
9,prey_21,1
9,prey_22,1
9,prey_23,1
9,prey_24,1
9,prey_25,1
9,prey_26,1
9,prey_27,1
9,prey_28,1
9,prey_29,1
9,prey_30,1
9,prey_31,1
9,prey_32,1
9,prey_33,1
9,prey_34,1
9,prey_35,1
9,prey_36,1
9,prey_37,1
9,prey_38,1
9,prey_39,1
9,prey_40,1
9,prey_41,1
9,prey_42,1
9,prey_43,1
9,prey_44,1
9,prey_45,1
9,prey_46,1
9,prey_47,1
9,prey_48,1
9,prey_49,1
9,prey_50,1
9,prey_51,1
9,prey_52,1
9,prey_53,1
9,prey_54,1
9,prey_55,1
9,prey_56,1
9,prey_57,1
9,prey_58,1
9,prey_59,1
9,prey_60,1
9,prey_61,1
9,prey_62,1
9,prey_63,1
9,prey_64,1
9,prey_65,1
9,prey_66,1
9,prey_67,1
9,prey_68,1
9,prey_69,1
9,prey_70,1
9,prey_71,1
9,prey_72,1
9,prey_73,1
9,prey_74,1
9,prey_75,1
9,prey_76,1
9,prey_77,1
9,prey_78,1
9,prey_79,1
9,prey_80,1
9,prey_81,1
9,prey_82,1
9,prey_83,1
9,prey_84,1
9,prey_85,1
9,prey_86,1
9,prey_87,1
9,prey_88,1
9,prey_89,1
9,prey_90,1
9,prey_91,1
9,prey_92,1
9,prey_93,1
9,prey_94,1
9,prey_95,1
9,prey_96,1
9,prey_97,1
9,prey_98,1
9,prey_99,1
10,prey_0,1
10,prey_1,1
10,prey_2,1
10,prey_3,1
10,prey_4,1
10,prey_5,1
10,prey_6,1
10,prey_7,1
10,prey_8,1
10,prey_9,1
10,prey_10,1
10,prey_11,1
10,prey_12,1
10,prey_13,1
10,prey_14,1
10,prey_15,1
10,prey_16,1
10,prey_17,1
10,prey_18,1
10,prey_19,1
10,prey_20,1
10,prey_21,1
10,prey_22,1
10,prey_23,1
10,prey_24,1
10,prey_25,1
10,prey_26,1
10,prey_27,1
10,prey_28,1
10,prey_29,1
10,prey_30,1
10,prey_31,1
10,prey_32,1
10,prey_33,1
10,prey_34,1
10,prey_35,1
10,prey_36,1
10,prey_37,1
10,prey_38,1
10,prey_39,1
10,prey_40,1
10,prey_41,1
10,prey_42,1
10,prey_43,1
10,prey_44,1
10,prey_45,1
10,prey_46,1
10,prey_47,1
10,prey_48,1
10,prey_49,1
10,prey_50,1
10,prey_51,1
10,prey_52,1
10,prey_53,1
10,prey_54,1
10,prey_55,1
10,prey_56,1
10,prey_57,1
10,prey_58,1
10,prey_59,1
10,prey_60,1
10,prey_61,1
10,prey_62,1
10,prey_63,1
10,prey_64,1
10,prey_65,1
10,prey_66,1
10,prey_67,1
10,prey_68,1
10,prey_69,1
10,prey_70,1
10,prey_71,1
10,prey_72,1
10,prey_73,1
10,prey_74,1
10,prey_75,1
10,prey_76,1
10,prey_77,1
10,prey_78,1
10,prey_79,1
10,prey_80,1
10,prey_81,1
10,prey_82,1
10,prey_83,1
10,prey_84,1
10,prey_85,1
10,prey_86,1
10,prey_87,1
10,prey_88,1
10,prey_89,1
10,prey_90,1
10,prey_91,1
10,prey_92,1
10,prey_93,1
10,prey_94,1
10,prey_95,1
10,prey_96,1
10,prey_97,1
10,prey_98,1
10,prey_99,1
11,prey_0,1
11,prey_1,1
11,prey_2,1
11,prey_3,1
11,prey_4,1
11,prey_5,1
11,prey_6,1
11,prey_7,1
11,prey_8,1
11,prey_9,1
11,prey_10,1
11,prey_11,1
11,prey_12,1
11,prey_13,1
11,prey_14,1
11,prey_15,1
11,prey_16,1
11,prey_17,1
11,prey_18,1
11,prey_19,1
11,prey_20,1
11,prey_21,1
11,prey_22,1
11,prey_23,1
11,prey_24,1
11,prey_25,1
11,prey_26,1
11,prey_27,1
11,prey_28,1
11,prey_29,1
11,prey_30,1
11,prey_31,1
11,prey_32,1
11,prey_33,1
11,prey_34,1
11,prey_35,1
11,prey_36,1
11,prey_37,1
11,prey_38,1
11,prey_39,1
11,prey_40,1
11,prey_41,1
11,prey_42,1
11,prey_43,1
11,prey_44,1
11,prey_45,1
11,prey_46,1
11,prey_47,1
11,prey_48,1
11,prey_49,1
11,prey_50,1
11,prey_51,1
11,prey_52,1
11,prey_53,1
11,prey_54,1
11,prey_55,1
11,prey_56,1
11,prey_57,1
11,prey_58,1
11,prey_59,1
11,prey_60,1
11,prey_61,1
11,prey_62,1
11,prey_63,1
11,prey_64,1
11,prey_65,1
11,prey_66,1
11,prey_67,1
11,prey_68,1
11,prey_69,1
11,prey_70,1
11,prey_71,1
11,prey_72,1
11,prey_73,1
11,prey_74,1
11,prey_75,1
11,prey_76,1
11,prey_77,1
11,prey_78,1
11,prey_79,1
11,prey_80,1
11,prey_81,1
11,prey_82,1
11,prey_83,1
11,prey_84,1
11,prey_85,1
11,prey_86,1
11,prey_87,1
11,prey_88,1
11,prey_89,1
11,prey_90,1
11,prey_91,1
11,prey_92,1
11,prey_93,1
11,prey_94,1
11,prey_95,1
11,prey_96,1
11,prey_97,1
11,prey_98,1
11,prey_99,1
12,prey_0,1
12,prey_1,1
12,prey_2,1
12,prey_3,1
12,prey_4,1
12,prey_5,1
12,prey_6,1
12,prey_7,1
12,prey_8,1
12,prey_9,1
12,prey_10,1
12,prey_11,1
12,prey_12,1
12,prey_13,1
12,prey_14,1
12,prey_15,1
12,prey_16,1
12,prey_17,1
12,prey_18,1
12,prey_19,1
12,prey_20,1
12,prey_21,1
12,prey_22,1
12,prey_23,1
12,prey_24,1
12,prey_25,1
12,prey_26,1
12,prey_27,1
12,prey_28,1
12,prey_29,1
12,prey_30,1
12,prey_31,1
12,prey_32,1
12,prey_33,1
12,prey_34,1
12,prey_35,1
12,prey_36,1
12,prey_37,1
12,prey_38,1
12,prey_39,1
12,prey_40,1
12,prey_41,1
12,prey_42,1
12,prey_43,1
12,prey_44,1
12,prey_45,1
12,prey_46,1
12,prey_47,1
12,prey_48,1
12,prey_49,1
12,prey_50,1
12,prey_51,1
12,prey_52,1
12,prey_53,1
12,prey_54,1
12,prey_55,1
12,prey_56,1
12,prey_57,1
12,prey_58,1
12,prey_59,1
12,prey_60,1
12,prey_61,1
12,prey_62,1
12,prey_63,1
12,prey_64,1
12,prey_65,1
12,prey_66,1
12,prey_67,1
12,prey_68,1
12,prey_69,1
12,prey_70,1
12,prey_71,1
12,prey_72,1
12,prey_73,1
12,prey_74,1
12,prey_75,1
12,prey_76,1
12,prey_77,1
12,prey_78,1
12,prey_79,1
12,prey_80,1
12,prey_81,1
12,prey_82,1
12,prey_83,1
12,prey_84,1
12,prey_85,1
12,prey_86,1
12,prey_87,1
12,prey_88,1
12,prey_89,1
12,prey_90,1
12,prey_91,1
12,prey_92,1
12,prey_93,1
12,prey_94,1
12,prey_95,1
12,prey_96,1
12,prey_97,1
12,prey_98,1
12,prey_99,1
13,prey_0,1
13,prey_1,1
13,prey_2,1
13,prey_3,1
13,prey_4,1
13,prey_5,1
13,prey_6,1
13,prey_7,1
13,prey_8,1
13,prey_9,1
13,prey_10,1
13,prey_11,1
13,prey_12,1
13,prey_13,1
13,prey_14,1
13,prey_15,1
13,prey_16,1
13,prey_17,1
13,prey_18,1
13,prey_19,1
13,prey_20,1
13,prey_21,1
13,prey_22,1
13,prey_23,1
13,prey_24,1
13,prey_25,1
13,prey_26,1
13,prey_27,1
13,prey_28,1
13,prey_29,1
13,prey_30,1
13,prey_31,1
13,prey_32,1
13,prey_33,1
13,prey_34,1
13,prey_35,1
13,prey_36,1
13,prey_37,1
13,prey_38,1
13,prey_39,1
13,prey_40,1
13,prey_41,1
13,prey_42,1
13,prey_43,1
13,prey_44,1
13,prey_45,1
13,prey_46,1
13,prey_47,1
13,prey_48,1
13,prey_49,1
13,prey_50,1
13,prey_51,1
13,prey_52,1
13,prey_53,1
13,prey_54,1
13,prey_55,1
13,prey_56,1
13,prey_57,1
13,prey_58,1
13,prey_59,1
13,prey_60,1
13,prey_61,1
13,prey_62,1
13,prey_63,1
13,prey_64,1
13,prey_65,1
13,prey_66,1
13,prey_67,1
13,prey_68,1
13,prey_69,1
13,prey_70,1
13,prey_71,1
13,prey_72,1
13,prey_73,1
13,prey_74,1
13,prey_75,1
13,prey_76,1
13,prey_77,1
13,prey_78,1
13,prey_79,1
13,prey_80,1
13,prey_81,1
13,prey_82,1
13,prey_83,1
13,prey_84,1
13,prey_85,1
13,prey_86,1
13,prey_87,1
13,prey_88,1
13,prey_89,1
13,prey_90,1
13,prey_91,1
13,prey_92,1
13,prey_93,1
13,prey_94,1
13,prey_95,1
13,prey_96,1
13,prey_97,1
13,prey_98,1
13,prey_99,1
14,prey_0,1
14,prey_1,1
14,prey_2,1
14,prey_3,1
14,prey_4,1
14,prey_5,1
14,prey_6,1
14,prey_7,1
14,prey_8,1
14,prey_9,1
14,prey_10,1
14,prey_11,1
14,prey_12,1
14,prey_13,1
14,prey_14,1
14,prey_15,1
14,prey_16,1
14,prey_17,1
14,prey_18,1
14,prey_19,1
14,prey_20,1
14,prey_21,1
14,prey_22,1
14,prey_23,1
14,prey_24,1
14,prey_25,1
14,prey_26,1
14,prey_27,1
14,prey_28,1
14,prey_29,1
14,prey_30,1
14,prey_31,1
14,prey_32,1
14,prey_33,1
14,prey_34,1
14,prey_35,1
14,prey_36,1
14,prey_37,1
14,prey_38,1
14,prey_39,1
14,prey_40,1
14,prey_41,1
14,prey_42,1
14,prey_43,1
14,prey_44,1
14,prey_45,1
14,prey_46,1
14,prey_47,1
14,prey_48,1
14,prey_49,1
14,prey_50,1
14,prey_51,1
14,prey_52,1
14,prey_53,1
14,prey_54,1
14,prey_55,1
14,prey_56,1
14,prey_57,1
14,prey_58,1
14,prey_59,1
14,prey_60,1
14,prey_61,1
14,prey_62,1
14,prey_63,1
14,prey_64,1
14,prey_65,1
14,prey_66,1
14,prey_67,1
14,prey_68,1
14,prey_69,1
14,prey_70,1
14,prey_71,1
14,prey_72,1
14,prey_73,1
14,prey_74,1
14,prey_75,1
14,prey_76,1
14,prey_77,1
14,prey_78,1
14,prey_79,1
14,prey_80,1
14,prey_81,1
14,prey_82,1
14,prey_83,1
14,prey_84,1
14,prey_85,1
14,prey_86,1
14,prey_87,1
14,prey_88,1
14,prey_89,1
14,prey_90,1
14,prey_91,1
14,prey_92,1
14,prey_93,1
14,prey_94,1
14,prey_95,1
14,prey_96,1
14,prey_97,1
14,prey_98,1
14,prey_99,1
15,prey_0,1
15,prey_1,1
15,prey_2,1
15,prey_3,1
15,prey_4,1
15,prey_5,1
15,prey_6,1
15,prey_7,1
15,prey_8,1
15,prey_9,1
15,prey_10,1
15,prey_11,1
15,prey_12,1
15,prey_13,1
15,prey_14,1
15,prey_15,1
15,prey_16,1
15,prey_17,1
15,prey_18,1
15,prey_19,1
15,prey_20,1
15,prey_21,1
15,prey_22,1
15,prey_23,1
15,prey_24,1
15,prey_25,1
15,prey_26,1
15,prey_27,1
15,prey_28,1
15,prey_29,1
15,prey_30,1
15,prey_31,1
15,prey_32,1
15,prey_33,1
15,prey_34,1
15,prey_35,1
15,prey_36,1
15,prey_37,1
15,prey_38,1
15,prey_39,1
15,prey_40,1
15,prey_41,1
15,prey_42,1
15,prey_43,1
15,prey_44,1
15,prey_45,1
15,prey_46,1
15,prey_47,1
15,prey_48,1
15,prey_49,1
15,prey_50,1
15,prey_51,1
15,prey_52,1
