step,species_id,population_size
0,8c152f8a-6b53-46d9-a164-3a0e04a16e77,1
0,3bfde1a7-b98f-4033-bc73-469612df7525,1
0,944c7ca0-4f7e-4038-8d0f-2c05f0fcd469,1
0,5a28e3cb-6831-4f8b-a32f-d2b6af28b3cc,1
0,c5c21639-2397-497b-b673-8242c06b6857,1
0,46609d29-770c-443b-945b-bfa8de08f591,1
0,7bb76ae7-08da-4a22-acc0-475f0ccce985,1
0,d312061a-5d28-40c0-b38b-d3c780fc711f,1
0,1ee04615-7216-49ac-8971-581d151169ee,1
0,08f12737-c623-4be7-a4f2-7f5a3638732d,1
0,cc53ec06-6557-4df0-9715-07c7275c17cc,1
0,f1245d9c-ced2-406e-9c21-107b32976474,1
0,c12b079a-80c2-40ac-b0ee-4f410e9966f3,1
0,02319676-a34f-436a-98c6-9104fef4371c,1
0,32e6d0db-b737-4f7e-aa42-1c03c4f05043,1
0,5cb18e54-e5ec-4256-97b7-661f24f59978,1
0,72e6e1af-c941-46c1-ba09-a99cc3cf5689,1
0,8efb335c-5246-44f6-bb46-abe0f9c45f20,1
0,ee15ee68-58a8-487f-8fb8-4e24d8086bdf,1
0,27300e1e-e3e2-40ac-b5bf-793c2627e5b5,1
0,bd5b44c3-627b-4633-8f9c-eb9f49cb010e,1
0,6ce69ac1-cf0f-4d69-b38b-8afce770faa0,1
0,6b2e46bd-a980-42b4-b6e9-4ca9008c226d,1
0,f8b94a95-2a62-4143-98af-2f33049e47ba,1
0,cd5a4420-ec9b-428e-ad06-4fb5d4221657,1
0,0416d009-9875-4f1e-8162-ab2d9d889ab0,1
0,246afd0e-1c35-4ba0-b7c8-456664d51ea7,1
0,b21da106-0938-4bae-9757-f7bdfd6e00ff,1
0,f22299bc-2a53-4156-9dcd-ac9a02774824,1
0,047b9efe-6c28-48ed-9bd6-16d9ec8ab50c,1
0,be993128-f19a-4d48-a11c-7a52ea57ff2c,1
0,ad705b95-e851-4ad4-b4cc-3f70858228c6,1
0,d118d3e2-f990-453c-a173-c5287aa02559,1
0,4d8d4419-2478-42e6-be5b-889460ecc9fb,1
0,ecdb14a3-1960-424a-92b1-abfa1cee6be3,1
0,79e91dbc-cec6-456a-88ed-a5488c92dc33,1
0,c2bbfc75-24d5-4757-913f-966ce5322fe8,1
0,86b0838a-96a3-47d2-9fb6-f13905b19c2c,1
0,283efef3-47a5-42d7-9b5d-ca6a51ae2110,1
0,aa6d95d7-e521-403c-b210-d4f9e443b5b2,1
0,464ab7d7-d1f6-4163-b158-335986e0e1a1,1
0,70d8e730-5d28-4321-b411-f13713347ba6,1
0,72f63253-6da2-4f3b-b097-3c9d8a136779,1
0,9d67f8bc-89b2-433e-94e3-de5fd3c59965,1
0,3f0f04f7-d4df-40b7-9bf4-c2b673ac5056,1
0,1ff674bc-a040-4859-86a1-520f9a1019c2,1
0,0e851e69-7a96-4000-91c9-68c2624aa5d9,1
0,a0e7d2d5-4266-4a30-8560-0562f7700ea8,1
0,9bb0afcd-c738-4077-8377-c394c3f14a89,1
0,f820afd3-f185-41d9-9ce3-6d2b7d2643e1,1
0,a7158c3b-accf-48c2-804f-6f79c7138031,1
0,d180fe7e-051c-45de-be83-e44f74f9b878,1
0,0b4cf498-f632-4813-acad-4043379f651e,1
0,e1075946-c79d-4a67-b1fc-b68509547d40,1
0,727e9b65-bd23-4fb2-bb13-a5bf15874a89,1
0,de05f84f-2e1f-48df-8bbe-05905310106a,1
0,c86a6232-22ec-4548-ba9c-c6345227dbb5,1
0,c3bc5163-923a-422b-83c7-e13dd6f00591,1
1,prey_0,1
1,prey_1,1
1,prey_2,1
1,prey_3,1
1,prey_4,1
1,prey_5,1
1,prey_6,1
1,prey_7,1
1,prey_8,1
1,prey_9,1
1,prey_10,1
1,prey_11,1
1,prey_12,1
1,prey_13,1
1,prey_14,1
1,prey_15,1
1,prey_16,1
1,prey_17,1
1,prey_18,1
1,prey_19,1
1,prey_20,1
1,prey_21,1
1,prey_22,1
1,prey_23,1
1,prey_24,1
1,prey_25,1
1,prey_26,1
1,prey_27,1
1,prey_28,1
1,prey_29,1
1,prey_30,1
1,prey_31,1
1,prey_32,1
1,prey_33,1
1,prey_34,1
1,prey_35,1
1,prey_36,1
1,prey_37,1
1,prey_38,1
1,prey_39,1
1,prey_40,1
1,prey_41,1
1,prey_42,1
1,prey_43,1
1,prey_44,1
1,prey_45,1
1,prey_46,1
1,prey_47,1
1,prey_48,1
1,prey_49,1
1,prey_50,1
1,prey_51,1
1,prey_52,1
1,prey_53,1
1,prey_54,1
1,prey_55,1
1,prey_56,1
1,prey_57,1
1,prey_58,1
1,prey_59,1
1,prey_60,1
1,prey_61,1
1,prey_62,1
1,prey_63,1
1,prey_64,1
1,prey_65,1
1,prey_66,1
1,prey_67,1
1,prey_68,1
1,prey_69,1
1,prey_70,1
1,prey_71,2
1,prey_72,1
1,prey_73,1
1,prey_74,1
1,prey_75,1
1,prey_76,1
1,prey_77,1
1,prey_78,1
1,prey_79,1
1,prey_80,1
1,prey_81,1
1,prey_82,1
1,prey_83,1
1,prey_84,1
1,prey_85,1
1,prey_86,1
1,prey_87,1
1,prey_88,1
1,prey_89,1
1,prey_90,1
1,prey_91,1
1,prey_92,1
1,prey_93,1
1,prey_94,1
1,prey_95,1
1,prey_96,1
1,prey_97,1
1,prey_98,1
1,prey_99,1
1,bea56c46-8504-4a54-ae4f-f0c6507c95cf,1
1,59f5b480-aab7-4248-b9c8-d1d731dd1ed0,1
1,3e8a0294-2816-4084-b4b5-3081412ef07c,1
1,cb43dadb-5d57-4061-ac55-0b1c1c03b330,1
1,ee47d5c7-aea9-4de5-86af-253d2730d79c,1
1,5d16bc53-d965-4aaa-89c5-31a136b683ec,1
1,4bda2e2c-5f61-47e9-b67d-09c6be9a2bfd,1
1,ede9564d-6d3b-4cb3-b63e-64d1e2dfaba7,1
1,8c43c07d-bb6f-4b81-9cbc-81e4bc2d5c84,1
1,6c48079a-04e8-49d8-b5fe-a57f72856463,1
1,820ca6cb-b937-4c09-912d-8f9a72f165e5,1
1,a50730c1-b6c6-4bd3-9442-9d6b84e89bb7,1
1,63bc3c83-2e17-41f7-b0a1-334170640267,1
1,97e1d997-4905-4899-9ee8-357d29293c25,1
1,ff825594-5294-475e-bf01-c00c460873fa,1
1,f7ab50c6-fedc-427e-82b4-c688345cde0f,1
1,5cf4be1e-0907-427f-9e18-abe325de8aca,1
1,eb65b256-ec8c-4774-a172-d8417211af9a,1
1,dff9d41c-8c9b-4c19-bfe3-54772f632c65,1
1,fd844d03-65c4-4274-ab8d-ae8e3c871d4f,1
1,c4a30e87-2994-4e1f-a46d-f8d9c28252d7,1
1,519eedef-bcf0-422e-8d55-3edb42ef7f9b,1
1,0f952cb1-1e69-4e58-9b61-50649314a6ee,1
1,7e7f800a-bcee-45a1-912b-2a31d93cdf19,1
1,47853b5b-04c2-437c-bb57-0f0788e756d8,1
1,5f6bf4dc-d994-48f8-9db9-790caf6e4723,1
1,06c26813-7048-4c70-80d3-59a5426c4913,1
1,d98410d1-f64e-40d1-89dd-d20b3092f026,1
1,5aa471ec-e2b3-49cd-ba6f-dbbcde9118f7,1
1,eb4dd3eb-f351-4a51-ac63-c5c0bad22c44,1
1,fe7a8092-90b9-477d-bb82-bb3e975af6b0,1
1,bd6d2931-ee48-49d3-86f3-9c96d2bcfb9e,1
1,23741940-e0b6-4f74-870c-4e966d270188,1
1,c9fe8137-9432-47bf-9549-30b5f13f189a,1
1,dcf1077b-a015-4a56-b9f7-f975d169bdc1,1
1,73e13092-bcee-42b6-a591-13c88e100a1b,1
1,0e059066-623c-49df-8ec2-988d6cf8c2de,1
1,5f429f0d-6a02-4e98-808b-01ca455ec370,1
1,7b892fe6-2330-4e43-8281-45018078f6dc,1
1,0c3149a9-238c-48b4-894b-bf8cd85ee74b,1
1,6e92ab69-e9be-4ed7-bb4d-e334e6ccb0c3,1
1,8c152f8a-6b53-46d9-a164-3a0e04a16e77,1
1,3bfde1a7-b98f-4033-bc73-469612df7525,1
1,944c7ca0-4f7e-4038-8d0f-2c05f0fcd469,1
1,5a28e3cb-6831-4f8b-a32f-d2b6af28b3cc,1
1,c5c21639-2397-497b-b673-8242c06b6857,1
1,46609d29-770c-443b-945b-bfa8de08f591,1
1,7bb76ae7-08da-4a22-acc0-475f0ccce985,1
1,d312061a-5d28-40c0-b38b-d3c780fc711f,1
1,1ee04615-7216-49ac-8971-581d151169ee,1
1,08f12737-c623-4be7-a4f2-7f5a3638732d,1
1,cc53ec06-6557-4df0-9715-07c7275c17cc,1
1,f1245d9c-ced2-406e-9c21-107b32976474,2
1,c12b079a-80c2-40ac-b0ee-4f410e9966f3,1
1,02319676-a34f-436a-98c6-9104fef4371c,1
1,32e6d0db-b737-4f7e-aa42-1c03c4f05043,1
1,5cb18e54-e5ec-4256-97b7-661f24f59978,1
1,72e6e1af-c941-46c1-ba09-a99cc3cf5689,1
1,8efb335c-5246-44f6-bb46-abe0f9c45f20,1
1,ee15ee68-58a8-487f-8fb8-4e24d8086bdf,1
1,27300e1e-e3e2-40ac-b5bf-793c2627e5b5,1
1,bd5b44c3-627b-4633-8f9c-eb9f49cb010e,1
1,6ce69ac1-cf0f-4d69-b38b-8afce770faa0,1
1,6b2e46bd-a980-42b4-b6e9-4ca9008c226d,1
1,f8b94a95-2a62-4143-98af-2f33049e47ba,1
1,cd5a4420-ec9b-428e-ad06-4fb5d4221657,1
1,0416d009-9875-4f1e-8162-ab2d9d889ab0,1
1,246afd0e-1c35-4ba0-b7c8-456664d51ea7,1
1,b21da106-0938-4bae-9757-f7bdfd6e00ff,1
1,f22299bc-2a53-4156-9dcd-ac9a02774824,1
1,047b9efe-6c28-48ed-9bd6-16d9ec8ab50c,1
1,be993128-f19a-4d48-a11c-7a52ea57ff2c,1
1,ad705b95-e851-4ad4-b4cc-3f70858228c6,1
1,d118d3e2-f990-453c-a173-c5287aa02559,1
1,4d8d4419-2478-42e6-be5b-889460ecc9fb,1
1,ecdb14a3-1960-424a-92b1-abfa1cee6be3,1
1,79e91dbc-cec6-456a-88ed-a5488c92dc33,1
1,c2bbfc75-24d5-4757-913f-966ce5322fe8,1
1,86b0838a-96a3-47d2-9fb6-f13905b19c2c,1
1,283efef3-47a5-42d7-9b5d-ca6a51ae2110,1
1,aa6d95d7-e521-403c-b210-d4f9e443b5b2,1
1,464ab7d7-d1f6-4163-b158-335986e0e1a1,1
1,70d8e730-5d28-4321-b411-f13713347ba6,1
1,72f63253-6da2-4f3b-b097-3c9d8a136779,1
1,9d67f8bc-89b2-433e-94e3-de5fd3c59965,1
1,3f0f04f7-d4df-40b7-9bf4-c2b673ac5056,1
1,1ff674bc-a040-4859-86a1-520f9a1019c2,1
1,0e851e69-7a96-4000-91c9-68c2624aa5d9,1
1,a0e7d2d5-4266-4a30-8560-0562f7700ea8,1
1,9bb0afcd-c738-4077-8377-c394c3f14a89,1
1,f820afd3-f185-41d9-9ce3-6d2b7d2643e1,1
1,a7158c3b-accf-48c2-804f-6f79c7138031,1
1,d180fe7e-051c-45de-be83-e44f74f9b878,1
1,0b4cf498-f632-4813-acad-4043379f651e,1
1,e1075946-c79d-4a67-b1fc-b68509547d40,1
1,727e9b65-bd23-4fb2-bb13-a5bf15874a89,1
1,de05f84f-2e1f-48df-8bbe-05905310106a,1
1,c86a6232-22ec-4548-ba9c-c6345227dbb5,1
1,c3bc5163-923a-422b-83c7-e13dd6f00591,1
1,e76b48eb-d331-4c0b-9f00-085fd955eb5f,1
1,e237aa5c-06cf-4b19-b62c-5446506824b8,1
1,0a545eeb-dc9a-4567-b747-ef70e506d516,1
1,15d2b241-e9d3-4fff-8c2e-8bd9a4e7ab7d,1
1,9a7a7b8f-4ee5-4b64-b196-2f77017be904,1
1,332c3632-e8ec-43d4-9802-ac414e2e3d47,1
1,63617199-4c44-434c-805c-2bee0b43750c,1
1,a1f87c0d-70f7-4247-8f7d-4a8f29a14eac,1
1,b13f2856-8502-460a-acc6-5751ee931d06,1
1,ddfeaee2-abf2-4024-baef-6a82a98bcc59,1
1,46acdbf5-7999-49d8-8236-ff2c19902811,1
1,0ababa49-58b3-452f-b1f4-a04e35ff742e,1
1,fb4e1554-41ae-45db-93a2-a4af7479fb91,1
1,2c5f698b-6415-47dd-9e72-d867becdc236,1
1,d48d26c3-0d9f-4ed8-bf12-2dab8f5cd867,1
1,3adcab48-cb6f-4a1c-b85a-7bad0463c12b,1
1,8fc772d8-96e2-49b8-9b5f-447c31de86f2,1
1,c9a79c35-4fae-4441-aa48-46cc9575290a,1
1,34907db9-3c87-43a9-9426-0d411299e574,1
1,d340cce4-5803-4154-8a9f-d38cbe45bc5b,1
1,b3da199c-d3cf-4d28-8d8a-6a9a9965b377,1
1,98b56ed2-9d82-4385-b085-522776e4a677,1
1,bbd96853-4931-467b-8b4b-b40ba912babe,1
1,b49f28c9-a57f-4953-a632-542d54c8d88c,1
1,c201e23c-4b02-4625-ac2a-7072ef9d6a12,1
1,45d493df-e362-4a28-8af7-6bd763f7f54e,1
1,ea7b3884-1733-4798-993f-e95a25f41571,1
1,d8783960-dcdd-4e58-ab3d-247a2a326d8c,1
1,86d4771f-6d14-4919-ba15-a673f724a2ee,1
1,86855674-97fd-4a3b-a63b-f7dec593b97f,1
1,344b0afc-0524-4fe6-84d5-d6c37bdef880,1
1,12a12640-2e17-4902-bb60-a99fa6c997b3,1
1,2b8dd11f-5116-4011-b6a7-e438eb8edf5d,1
1,b7919ec7-a850-4943-81f9-258841dac393,1
1,a314efc1-6d21-4b86-bccb-657f5d56c6c2,1
1,d44a4103-8e7c-4670-8a24-af55a5444a91,1
1,501aa831-e518-412e-9980-5e91627d2cc6,1
1,9811f4dd-0e0a-496c-8f0d-9434e4a34765,1
1,ba0418e7-67b8-4371-bc50-d8552a6bd2b9,1
1,78ee906b-1961-4e9f-8330-1532dcd62cc3,1
1,f9d9c0f4-f4ee-457e-b223-b5c9747a8190,1
1,624e6ef9-6b06-4af5-88c0-3ed489f129e2,1
1,c3cffe98-2569-4cae-acad-5978de843739,1
1,0e558561-cb9f-4330-b1fc-69680d19baf4,1
1,014c5879-522b-4edd-bc67-1c6286a7d171,1
1,7e875120-0c36-4e4a-bc6a-420583b6343c,1
1,97009be3-9231-4e45-8af4-4f1d0fdaed28,1
1,7defd31e-7fbb-484b-a389-0ae10363e81d,1
1,c2f39970-126b-46ff-ae40-c665a07d035b,1
1,9e18e85d-c054-413c-85d8-621aca7b65af,1
1,ec34e075-de52-4777-a20c-c548bf7774b2,1
1,4041c250-8d5b-4771-8be4-c387c5e7e61a,1
1,447b444f-7179-4b70-abdd-77d3b12b4d93,1
1,6ff6733e-e886-4c27-9ca7-c31493312139,1
1,09d75305-6f43-4eee-b16a-d3e91f392235,1
1,7cb2cbd0-be1d-4bab-a1c0-11e49256dd73,1
1,82b2a353-32dc-43e4-9228-31fc670eb0d5,1
1,470feaf1-8b63-4a5c-9ea7-4e2e98e4f38c,1
1,c79113fb-5bf9-4ff0-b245-19de8430f45d,1
1,dfaf8b5e-decb-4087-8f1f-ebcb8aaef6fe,1
1,94e147b2-0078-4d87-936a-2d4c63658158,1
1,0f40ab6a-4d2b-4db9-a080-aa996462b0ef,1
1,35778c51-b318-4c79-a076-b67b040becda,1
1,4a7499dc-5870-4256-9f18-8b9216feff1d,1
1,c4d26069-6e55-43f6-add0-a647d9e0eaeb,1
1,c7ab0360-72eb-448d-a48d-a90e8a0435cb,1
1,ab8db5e4-c95a-49ea-835e-508429c0d014,1
1,bf392bee-06f4-42da-8baa-7d8efac11af0,1
1,b5104b42-8032-4df9-b21d-7314e09d409e,1
1,49f94eda-a293-477e-9103-7bacd619890e,1
1,a07efcc6-3496-491f-b8bd-a3403a07674e,1
1,aa9315b6-36e2-4358-99a5-7c0caf4a071a,1
1,c223435f-8739-40bd-8cff-e41289cb525c,1
1,5fc7c1d5-bf62-4707-a5ce-59ac8685c583,1
1,23b836c6-27a3-422b-88d0-c328ccff37ee,1
1,549a1a39-0dd9-42fb-8d17-b2261beef99a,1
1,bef26106-fd04-41c4-be74-55f630567e91,1
1,3be03449-b8a1-46f2-9d8a-9fcb8f2d0c50,1
1,76b7319c-812f-44fa-b860-febe63e2be65,1
1,bd965df0-237a-4db6-99f3-4aa0a2721743,1
1,b47c2ebe-843f-4f3f-a729-372afff02a94,1
1,48405f17-bafa-4b77-b217-4c70a115f85d,1
1,347c864e-a54d-4af0-9cd5-45756a12c143,1
1,91316b05-7111-416f-b052-9bb76ec5798a,1
1,014c5303-101b-4ec2-98b9-b95fd08e4b1e,1
1,e35328ed-ff36-457c-b86e-92ccf20160ab,1
1,4acc0797-331a-4c14-b733-b702de0eabfb,1
1,36d63960-4d18-4744-8e77-b93f1dcaac31,1
1,1886d087-ff1c-4d22-88af-8691f4703ab3,1
1,878bc54a-b546-47ed-9356-76e5a9dd2330,1
1,328505c5-2111-4dc4-930d-1b71e978dced,1
1,8a6f282e-5905-474e-b8f5-419f2e29e2eb,1
1,ce9f5da4-47f4-41ed-81a1-c76214959c6b,1
1,1ea117be-fed4-4328-8242-df657c43bb32,1
1,2c44a5ac-0640-4c06-8687-1fba8bf27066,1
1,60705f4b-7753-496f-9ed0-64387f83c15f,1
1,575830d5-71ff-442f-a9f1-04c7b54b36d3,1
1,c4f73e77-6f64-456e-8acc-784b2d6efae0,1
1,2eb280d3-5395-4c15-8948-7bc276621ecc,1
1,de4090cf-0293-4543-bfe1-26b25e5982c8,1
1,32019869-347a-4210-93a3-5d8198833bf7,1
1,6df72500-e69a-4f35-aeb7-8af13c6c7086,1
1,4c0ce8c4-b7eb-497d-9886-94419f618f3f,1
1,e2b30c16-0d46-4ede-99a4-dd68ff2fb388,1
1,48a75272-9d01-42b3-a0e5-d0adec5c16f2,1
1,4d6d6577-f169-47fb-bd6b-952f0137008b,1
1,de29ebe9-cd62-4fc8-a95b-8958375fe6ad,1
1,45527387-aa16-4246-9482-1c4e5875a647,1
1,8ef49c61-5d54-4828-b28f-432bf344425f,1
1,b93382ed-7d3a-4006-a648-a9f2e2e7ca90,1
1,3ac8d8e7-17a8-4b01-b65d-f17ee5c1f55a,1
1,5b12bf9d-711c-4ba8-8a65-a6c77c8fb9a1,1
1,2172172d-3e90-41ec-981f-001ec9afea5e,1
1,3f8ba7f8-a923-484b-9ebf-93a53b720e08,1
1,f26dbc89-4279-4f39-99bb-6a8525e8d2be,1
1,a419e04a-80b2-45ae-b09b-93072b73b347,1
1,5e1dfd3e-9e41-4226-bf89-feb2f714d934,1
1,d56ee537-586b-4c3c-81b9-aad67ed78e74,1
1,2d7ada9f-c6b4-41e1-b121-39d0f3e2dc82,1
1,8e473881-dab4-4def-8f03-3ac0ead35278,1
1,15778cb3-b662-48c1-9c94-121540d38970,1
1,bb05143e-686a-4ff7-875a-4405b8eee2d5,1
1,c526e0d5-7587-4d05-b23a-8349e9258518,1
1,45984d65-ee1b-4290-8cfb-3135e9e0395d,1
1,5f019c20-2559-4794-a251-07ed63602a45,1
1,72ccb4d5-8b56-42be-9c0c-278ef3864161,1
1,12e3bd34-d1fe-44f1-8b80-ef99b7951115,1
1,1aed9f8d-dd13-4bd3-98ee-5212edabf054,1
1,b0ea9d19-9910-46e9-8231-32147de8a654,1
1,4455a245-ebb9-4d11-b68e-cde15c721f61,1
1,e6dadc3f-9e30-44d1-9393-bea0a05fefb8,1
1,47fa87dc-a35e-4e70-acb3-293bcfb65de5,1
1,0d4a6540-3e43-4517-a47d-85fcf848a9b2,1
1,687471fc-79cc-4033-9dcb-a47ca012b55f,1
1,40a34fa5-963c-4935-85dc-93a355340aaa,1
1,b0573138-66fd-47a3-9957-be11c5aab0a0,1
1,f54a1a9e-95ad-4710-bf6e-dd7396cd5026,1
1,c2f62058-21fe-430b-a94b-a5e03c0813c8,1
1,3ca5d173-2c70-4193-9d24-2c657b5f83db,1
1,f97deb29-5a18-4f2a-8fb3-001d65ac509b,1
1,bdaf2b9f-8a30-4b1f-b66a-1555a716a1d3,1
1,cd2aa9d5-7b07-43db-9d99-19c07a4567bf,1
1,ce77d34d-4d9a-441b-9f25-0f1dde8de127,1
1,a0889771-2347-4a3f-93af-d20e6ff86b88,1
1,972d04e9-4a99-4d40-9df3-79ef464c5d3f,1
1,3f8b8492-9ea2-4802-a666-de1e43336550,1
1,b911c48b-2b6e-45ce-abd0-d7b58fc592c8,1
1,d7c9780a-1187-4d02-bc5e-e31cfb222575,1
1,68365fd7-e208-4bee-ada0-f45a5e97d1f3,1
1,fa839c95-1f8b-4dcc-b970-c14382afdb50,1
1,5d73e505-c5ac-4041-bd26-201e0fdcfe71,1
1,702f5f6c-7c28-4758-a110-2d5ab1e4a025,1
1,820b803e-2fb4-436e-967e-23aa1807dda9,1
1,a0a64deb-be1d-4c8c-b03f-4fd8aedba5cd,1
1,9922a734-01dd-4561-b4dc-1a57982f429d,1
1,9769b7e8-f247-4927-aa56-15709432f598,1
1,4b112ae9-ec29-4702-8337-e28141182059,1
1,7c496316-b66b-4550-9e80-f5f42270e91c,1
1,69e5c214-c02d-45bb-99f3-c982c5341428,1
1,9a7c1b32-bc8a-4416-acaf-4f2223fc36c0,1
1,587e743d-6b36-4265-b1dd-f456e26567b9,1
1,89e92e1f-9b46-4833-86eb-66bcc73d3a6e,1
1,23872dfc-e5bd-451b-86d9-a177d114bb11,1
1,9e67397d-4ab8-4628-af28-d408885a24a9,1
1,5bf3e9fc-c8d6-4a8a-90f2-f4c24b418318,1
1,fb941b1c-174d-491c-99fa-c9edb7932fa2,1
1,34f9e088-2750-4948-a093-4dd6d45123c9,1
1,d508d1e2-819c-4bef-aedd-d3d1ee88c682,1
1,6662b8f6-0d19-4715-9712-618e16908fd2,1
1,103adee1-1d59-46fd-ade1-057fd3f5ac0b,1
1,e743bc85-fc85-40c7-bf40-4fc93fe80c1a,1
1,ae780e67-11b2-40a8-8643-12ae14126716,1
1,2ce84750-9782-46f1-97f9-95c7207551b3,1
1,e9521fd6-10c6-4c03-8dcf-b10ec445c3b3,1
1,21fbff4a-2df4-41a8-a6e6-3cea517fc768,1
1,a1178752-d631-4ddf-b8e3-9430500492e0,1
1,ae8615c2-876a-4934-9866-40bf377a8c08,1
1,1f1010c5-ac5c-415f-891b-6ff3dd538250,1
1,ae5b92af-1534-44ec-b769-9309fdf7d5a8,1
1,a7417c30-ecdc-4def-874e-ddf320e320ed,1
1,3bc58e68-9582-4bad-9f15-2439fdd62dce,1
1,2d0cc134-dd16-4121-951a-de9b301063b2,1
1,8ac81682-d421-431c-90d0-be810a613fe1,1
1,769e71de-adbc-4d1d-80b8-81ec4bba9e9c,1
1,19e8add2-e1db-427a-b343-0b7f60987b77,1
1,378850b9-0fed-4d36-92a4-7f67289d253f,1
1,88520440-1e5c-460a-bf16-bb87f8058568,1
1,d2ac9686-816e-4472-86ff-df7ded8fc6bd,1
1,f6e93427-9187-4be9-a965-acd1e75ed01f,1
1,ca76f41a-ecb1-417a-aaa2-e7a32df8c47c,1
1,c2ad10fd-71b6-47cd-ae7c-c96d30ccce9f,1
1,f9e8f55e-63b9-4623-ba28-1833c4eb43c9,1
1,ec6b7c93-c370-4aee-8efd-f5c6f360571e,1
1,0fc4a17b-0e80-47db-92af-2e9ca4423c67,1
1,c34ab98f-6a40-461a-a00f-13b052d9f0d9,1
1,dbbed803-d432-434c-b301-060c8c3be67c,1
